agent_timestamp,agent_field_id,agent_bin_id,expert_timestamp,expert_field_id,expert_bin_id,timestamp
1482368557,-1,2278,1482368557,-1,2278,1482368557
1482368677,4248,2893,1482368567,10861,1703,1482368677
1482368797,12464,2929,1482368690,10459,1575,1482368797
1482368917,9969,2929,1482368809,10460,1574,1482368917
1482369037,4639,2929,1482376050,10795,1574,1482369037
1482369157,15980,2929,1482376169,10795,1574,1482369157
1482369277,15979,2929,1482376288,10669,1637,1482369277
1482369397,16000,2929,1482376408,10669,1637,1482369397
1482369517,5464,2929,1482376719,9907,2898,1482369517
1482369637,15994,2929,1482376839,9989,2898,1482369637
1482369757,5464,2929,1482376960,10862,2898,1482369757
1482369877,10673,2929,1482377104,10863,2768,1482369877
1482369997,15994,2929,1482377223,10863,2768,1482369997
1482370117,10673,2929,1482377342,10761,2717,1482370117
1482370237,9969,2929,1482377461,10762,2717,1482370237
1482370357,10673,2929,1482377580,10762,2717,1482370357
1482370477,5464,2929,1482379705,9334,2597,1482370477
1482370597,4639,2929,1482379828,10864,2597,1482370597
1482370717,12464,2929,1482379957,9335,2598,1482370717
1482370837,15983,2929,1482380076,9335,2598,1482370837
1482370957,4639,2929,1482380194,9336,2598,1482370957
1482371077,10672,2929,1482380314,9336,2598,1482371077
1482371197,9969,2929,1482380433,9401,2598,1482371197
1482371317,5464,2929,1482380552,9401,2598,1482371317
1482371437,4639,2929,1482380671,10865,2598,1482371437
1482371557,9969,2929,1482380789,10865,2598,1482371557
1482371677,10672,2929,1482380909,10865,2598,1482371677
1482371797,10672,2929,1482381032,9400,2534,1482371797
1482371917,15956,2929,1482381150,9400,2534,1482371917
1482372037,4639,2929,1482381269,9402,2534,1482372037
1482372157,10672,2929,1482381388,9402,2534,1482372157
1482372277,12464,2929,1482381506,10859,2535,1482372277
1482372397,15965,2929,1482381626,10859,2535,1482372397
1482372517,5464,2929,1482381745,10860,2535,1482372517
1482372637,15988,2929,1482381864,10860,2535,1482372637
1482372757,12464,2929,1482381983,10866,2535,1482372757
1482372877,9969,2929,1482382102,10866,2535,1482372877
1482372997,9882,2895,1482382220,10866,2535,1482372997
1482373117,15942,2930,1482382339,10867,2599,1482373117
1482373237,15992,2930,1482382458,10867,2599,1482373237
1482373357,12726,2895,1482382577,10867,2599,1482373357
1482373477,4432,2930,1482382696,10868,2599,1482373477
1482373597,4433,2930,1482382815,10868,2599,1482373597
1482373717,12726,2895,1482382934,10868,2599,1482373717
1482373837,16005,2930,1482383053,10869,2536,1482373837
1482373957,15964,2930,1482383171,10869,2536,1482373957
1482374077,9881,2895,1482383289,10869,2536,1482374077
1482374197,4432,2930,1482383409,10696,2600,1482374197
1482374317,9880,2895,1482383527,10696,2600,1482374317
1482374437,15964,2930,1482383646,10693,2600,1482374437
1482374557,14108,2895,1482383765,10695,2600,1482374557
1482374677,14680,2930,1482383884,10870,2659,1482374677
1482374797,9882,2895,1482384003,10870,2659,1482374797
1482374917,14680,2930,1482384122,10871,2659,1482374917
1482375037,12726,2895,1482384241,10871,2659,1482375037
1482375157,4442,2895,1482384359,10871,2659,1482375157
1482375277,15964,2930,1482384478,10872,2715,1482375277
1482375397,9725,2895,1482384596,10872,2715,1482375397
1482375517,4441,2895,1482384714,10872,2715,1482375517
1482375637,9876,2895,1482384833,10872,2715,1482375637
1482375757,4437,2895,1482384951,10872,2715,1482375757
1482375877,3849,2895,1482385076,10752,2660,1482375877
1482375997,9725,2895,1482385193,10752,2660,1482375997
1482376117,9874,2895,1482385313,10752,2660,1482376117
1482376237,4441,2895,1482385387,9732,2716,1482376237
1482376357,3851,2895,1482385506,9732,2716,1482376357
1482376477,7845,2895,1482385580,9733,2716,1482376477
1482376597,3851,2895,1482385700,9733,2716,1482376597
1482376717,5061,2895,1482385773,9735,2716,1482376717
1482376837,4442,2895,1482385893,9735,2716,1482376837
1482376957,15539,2895,1482385967,10327,2661,1482376957
1482377077,9879,2895,1482386086,10873,2661,1482377077
1482377197,12290,2895,1482386204,10762,2717,1482377197
1482377317,4271,2895,1482386322,10762,2717,1482377317
1482377437,9879,2895,1482386397,9391,2716,1482377437
1482377557,9881,2895,1482386517,9391,2716,1482377557
1482377677,12811,2895,1482386591,10566,2768,1482377677
1482377797,9876,2895,1482386709,10566,2768,1482377797
1482377917,7485,2895,1482386783,10567,2768,1482377917
1482378037,5196,2895,1482386903,10567,2768,1482378037
1482378157,9879,2895,1482386978,10737,2816,1482378157
1482378277,9882,2895,1482387097,10737,2816,1482378277
1482378397,7485,2895,1482387171,10733,2768,1482378397
1482378517,15943,2895,1482387291,10733,2768,1482378517
1482378637,9874,2895,1482387364,10734,2816,1482378637
1482378757,9874,2895,1482387484,10734,2816,1482378757
1482378877,5061,2895,1482387557,10757,2859,1482378877
1482378997,16013,2896,1482387677,10758,2859,1482378997
1482379117,4038,2896,1482387798,10804,2899,1482379117
1482379237,7458,2896,1482387916,10804,2899,1482379237
1482379357,15608,2896,1482388038,10874,2899,1482379357
1482379477,3860,2896,1482388158,10874,2899,1482379477
1482379597,15959,2896,1482388276,10874,2899,1482379597
1482379717,4036,2896,1482388394,10874,2899,1482379717
1482379837,15617,2896,1482388468,10808,2860,1482379837
1482379957,11521,2896,1482388586,10808,2860,1482379957
1482380077,13717,2896,1482388706,10805,2860,1482380077
1482380197,15607,2896,1482388825,10805,2860,1482380197
1482380317,9822,2896,1482388946,10807,2860,1482380317
1482380437,3859,2896,1482389066,10806,2860,1482380437
1482380557,4057,2896,1482389185,6188,2770,1482380557
1482380677,7459,2932,1482389304,10625,2718,1482380677
1482380797,4047,2932,1482389423,10625,2718,1482380797
1482380917,4055,2932,1482389497,10570,2769,1482380917
1482381037,3863,2932,1482389615,10738,2769,1482381037
1482381157,7459,2932,1482389733,10624,2718,1482381157
1482381277,3828,2932,1482389852,10624,2718,1482381277
1482381397,4011,2932,1482389925,10577,2770,1482381397
1482381517,15976,2933,1482390044,10577,2770,1482381517
1482381637,16017,2933,1482390117,10578,2719,1482381637
1482381757,4022,2933,1482390237,6195,2770,1482381757
1482381877,9906,2933,1482390356,6195,2770,1482381877
1482381997,4020,2933,1482390475,10744,2818,1482381997
1482382117,15945,2933,1482390594,10875,2770,1482382117
1482382237,4039,2933,1482390711,10875,2770,1482382237
1482382357,15210,2933,1482390830,10875,2770,1482382357
1482382477,15976,2933,1482390951,10710,2818,1482382477
1482382597,15935,2933,1482391071,10743,2861,1482382597
1482382717,4026,2933,1482391189,10876,2861,1482382717
1482382837,13728,2933,1482391307,10876,2861,1482382837
1482382957,4024,2933,1482391425,10876,2861,1482382957
1482383077,4017,2933,1482391547,10877,2861,1482383077
1482383197,15976,2933,1482391666,10878,2818,1482383197
1482383317,4026,2933,1482391785,10878,2818,1482383317
1482383437,15946,2933,1482391904,10878,2818,1482383437
1482383557,4020,2933,1482392023,10878,2818,1482383557
1482383677,4018,2933,1482392096,10584,2771,1482383677
1482383797,9905,2933,1482392213,10584,2771,1482383797
1482383917,15945,2933,1482392290,10879,2862,1482383917
1482384037,15974,2933,1482392408,10879,2862,1482384037
1482384157,15945,2933,1482392527,10879,2862,1482384157
1482384277,15934,2933,1482392646,10879,2862,1482384277
1482384397,16018,2933,1482392720,10880,2819,1482384397
1482384517,4020,2933,1482392838,10880,2819,1482384517
1482384637,4021,2933,1482392957,10880,2819,1482384637
1482384757,15210,2933,1482393031,10816,2819,1482384757
1482384877,4022,2933,1482393150,10816,2819,1482384877
1482384997,3864,2933,1482393268,10880,2819,1482384997
1482385117,4020,2933,1482393391,10815,2862,1482385117
1482385237,15945,2933,1482393511,10815,2862,1482385237
1482385357,15944,2933,1482393630,10817,2862,1482385357
1482385477,15211,2933,1482393750,10817,2862,1482385477
1482385597,4025,2933,1482393869,10881,2901,1482385597
1482385717,3868,2933,1482393987,10881,2901,1482385717
1482385837,15945,2933,1482394106,10882,2820,1482385837
1482385957,3829,2933,1482394344,10814,2819,1482385957
1482386077,3867,2933,1482394463,10814,2819,1482386077
1482386197,13728,2933,1482394583,10812,2772,1482386197
1482386317,3867,2933,1482394702,10818,2819,1482386317
1482386437,7944,2858,1482394820,10818,2819,1482386437
1482386557,7944,2858,1482394894,10813,2772,1482386557
1482386677,8171,2858,1482395014,10883,2722,1482386677
1482386797,15215,2858,1482395133,10884,2721,1482386797
1482386917,2455,2814,0,0,0,1482386917
1482387037,13624,2814,0,0,0,1482387037
1482387157,15296,2814,0,0,0,1482387157
1482387277,2535,2814,0,0,0,1482387277
1482387397,10904,2814,0,0,0,1482387397
1482387517,15212,2814,0,0,0,1482387517
1482387637,2533,2814,0,0,0,1482387637
1482387757,9900,2814,0,0,0,1482387757
1482387877,11038,2814,0,0,0,1482387877
1482387997,9900,2814,0,0,0,1482387997
1482388117,3002,2814,0,0,0,1482388117
1482388237,9714,2814,0,0,0,1482388237
1482388357,10803,2814,0,0,0,1482388357
1482388477,13626,2814,0,0,0,1482388477
1482388597,8172,2814,0,0,0,1482388597
1482388717,8568,2814,0,0,0,1482388717
1482388837,13626,2814,0,0,0,1482388837
1482388957,2533,2814,0,0,0,1482388957
1482389077,10905,2814,0,0,0,1482389077
1482389197,10803,2814,0,0,0,1482389197
1482389317,10905,2814,0,0,0,1482389317
1482389437,13510,2814,0,0,0,1482389437
1482389557,10905,2814,0,0,0,1482389557
1482389677,2459,2814,0,0,0,1482389677
1482389797,13624,2814,0,0,0,1482389797
1482389917,11405,2814,0,0,0,1482389917
1482390037,13816,2660,0,0,0,1482390037
1482390157,8455,2660,0,0,0,1482390157
1482390277,14650,2660,0,0,0,1482390277
1482390397,13816,2660,0,0,0,1482390397
1482390517,8526,2660,0,0,0,1482390517
1482390637,14649,2660,0,0,0,1482390637
1482390757,2405,2660,0,0,0,1482390757
1482390877,12600,2660,0,0,0,1482390877
1482390997,8539,2660,0,0,0,1482390997
1482391117,13816,2660,0,0,0,1482391117
1482391237,10619,2660,0,0,0,1482391237
1482391357,2396,2660,0,0,0,1482391357
1482391477,10997,2660,0,0,0,1482391477
1482391597,14649,2660,0,0,0,1482391597
1482391717,2205,2660,0,0,0,1482391717
1482391837,1932,2660,0,0,0,1482391837
1482391957,10981,2660,0,0,0,1482391957
1482392077,1933,2660,0,0,0,1482392077
1482392197,10997,2660,0,0,0,1482392197
1482392317,2205,2660,0,0,0,1482392317
1482392437,2401,2660,0,0,0,1482392437
